"Title","URL handle","Description","Vendor","Published on online store","Status","Image Src","Inventory quantity","Price","Price / International","Compare-at price","Tags"
"Sooriya Thisai Payanam","sooriya-thisai-payanam","<p>
  <strong>Book Title:</strong> சூரிய திசைப் பயணம் (Sooriya Thisai Payanam)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%9A%E0%AF%82%E0%AE%B0%E0%AE%BF%E0%AE%AF_%E0%AE%A4%E0%AE%BF%E0%AE%9A%E0%AF%88%E0%AE%AA%E0%AF%8D_%E0%AE%AA%E0%AE%AF%E0%AE%A3%E0%AE%AE%E0%AF%8D_jpg.webp","170","170","","","Vishnupuram Pathippagam, Jeyamohan, tamil-books"
"Keethayai Arithal","keethayai-arithal","<p>
  <strong>Book Title:</strong> கீதையை அறிதல் (Keethayai Arithal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%95%E0%AF%80%E0%AE%A4%E0%AF%88%E0%AE%AF%E0%AF%88_%E0%AE%85%E0%AE%B1%E0%AE%BF%E0%AE%A4%E0%AE%B2%E0%AF%8D_jpg.webp","290","290","","","Vishnupuram Pathippagam, Jeyamohan, tamil-books"
"Indhiyap Payanam Vishnupuram","indhiyap-payanam-vishnupuram","<p>
  <strong>Book Title:</strong> இந்தியப் பயணம் (விஷ்ணுபுரம்) (Indhiyap Payanam Vishnupuram)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/suttrula-payanam"" title=""suttrula-payanam"">
   பயணக்குறிப்பு (Payanakkurippu)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%87%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D_%E0%AE%AA%E0%AE%AF%E0%AE%A3%E0%AE%AE%E0%AF%8D_(%E0%AE%B5%E0%AE%BF%E0%AE%B7%E0%AF%8D%E0%AE%A3%E0%AF%81%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AE%AE%E0%AF%8D)_jpg.webp","210","210","","","Vishnupuram Pathippagam, Jeyamohan, Payanakkurippu, tamil-books"
"Indhu Gnaanam","indhu-gnaanam","<p>
  <strong>Book Title:</strong> இந்து ஞானம் (Indhu Gnaanam)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/katturai"" title=""katturai"">
   கட்டுரை (Katturai)
  </a><br>
  <strong>Subject:</strong> இந்து மதம் (Hindu Matham)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%87%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81_%E0%AE%9E%E0%AE%BE%E0%AE%A9%E0%AE%AE%E0%AF%8D_jpg.webp","140","140","","","Vishnupuram Pathippagam, Jeyamohan, Katturai, tamil-books"
"Ullunarvin Thadaththil","ullunarvin-thadaththil","<p>
  <strong>Book Title:</strong> உள்ளுணர்வின் தடத்தில் (Ullunarvin Thadaththil)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%89%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%81%E0%AE%A3%E0%AE%B0%E0%AF%8D%E0%AE%B5%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%A4%E0%AE%9F%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B2%E0%AF%8D_jpg.webp","320","320","","","Vishnupuram Pathippagam, Jeyamohan, tamil-books"
"Aazh Nathiyaith Thedi","aazh-nathiyaith-thedi","<p>
  <strong>Book Title:</strong> ஆழ் நதியைத் தேடி (Aazh Nathiyaith Thedi)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%86%E0%AE%B4%E0%AF%8D_%E0%AE%A8%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AF%88%E0%AE%A4%E0%AF%8D_%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AE%BF_jpg.webp","290","290","","","Vishnupuram Pathippagam, Jeyamohan, tamil-books"
"Indhiya Gnaanam Vishnupuram","indhiya-gnaanam-vishnupuram","<p>
  <strong>Book Title:</strong> இந்திய ஞானம் (விஷ்ணுபுரம்) (Indhiya Gnaanam Vishnupuram)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2025<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/katturai"" title=""katturai"">
   கட்டுரை (Katturai)
  </a><br>
  <strong>Subject:</strong> மெய்யியல் (Meiyyiyal), இந்து மதம் (Hindu Matham)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%87%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%AF_%E0%AE%9E%E0%AE%BE%E0%AE%A9%E0%AE%AE%E0%AF%8D_(%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D,_%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AE%BF%E0%AE%A4%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D)_jpg.webp","380","380","","","Vishnupuram Pathippagam, Jeyamohan, Katturai, tamil-books"
"Pirathaman Vishnupuram","pirathaman-vishnupuram","<p>
  <strong>Book Title:</strong> பிரதமன் (விஷ்ணுபுரம்) (Pirathaman Vishnupuram)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/short-story"" title=""short-story"">
   சிறுகதை (Sirukathai)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> -<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%A4%E0%AE%AE%E0%AE%A9%E0%AF%8D_(%E0%AE%B5%E0%AE%BF%E0%AE%B7%E0%AF%8D%E0%AE%A3%E0%AF%81%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AE%AE%E0%AF%8D)_jpg.webp","220","220","","","Vishnupuram Pathippagam, Jeyamohan, Sirukathai, tamil-books"
"Pinthodarum Pirammam","pinthodarum-pirammam","<p>
  <strong>Book Title:</strong> பின்தொடரும் பிரம்மம் (Pinthodarum Pirammam)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/naadkurippu-ninaivukkurippu"" title=""naadkurippu-ninaivukkurippu"">
   நாட்குறிப்பு / நினைவுக்குறிப்பு (Naatkurippu / Ninaivukkurippu)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 112<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> 9789395260336<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%BF%E0%AE%A9%E0%AF%8D%E0%AE%A4%E0%AF%8A%E0%AE%9F%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%AE%E0%AF%8D%E0%AE%AE%E0%AE%AE%E0%AF%8D_jpg.webp","100","100","","","Vishnupuram Pathippagam, Jeyamohan, Naatkurippu / Ninaivukkurippu, tamil-books"
"Arukarkalin Paathai Vishnupuram","arukarkalin-paathai-vishnupuram","<p>
  <strong>Book Title:</strong> அருகர்களின் பாதை (விஷ்ணுபுரம்) (Arukarkalin Paathai Vishnupuram)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/jeyamohan"" title=""jeyamohan"">
   ஜெயமோகன் (Jeyamohan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vishnupuram-pathippagam"" title=""vishnupuram-pathippagam"">
    விஷ்ணுபுரம் பதிப்பகம் (Vishnupuram Pathippagam)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/suttrula-payanam"" title=""suttrula-payanam"">
   பயணக்குறிப்பு (Payanakkurippu)
  </a><br>
  <strong>Subject:</strong> வரலாறு (Varalaaru)<br>
  <strong>No. of pages:</strong> 336<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paper Back<br>
  <strong>ISBN:</strong> 9789392379451<br>
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%85%E0%AE%B0%E0%AF%81%E0%AE%95%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%AA%E0%AE%BE%E0%AE%A4%E0%AF%88_(%E0%AE%B5%E0%AE%BF%E0%AE%B7%E0%AF%8D%E0%AE%A3%E0%AF%81%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AE%AE%E0%AF%8D)_jpg.webp","400","400","","","Vishnupuram Pathippagam, Jeyamohan, Payanakkurippu, tamil-books"
