"Title","URL handle","Description","Vendor","Published on online store","Status","Image Src","Inventory quantity","Price","Price / International","Compare-at price","Tags"
"Indiyavai Peediththukkondirukkum Nootrandukaala Noi Saathi","indiyavai-peediththukkondirukkum-nootrandukaala-noi-saathi","<p>
  <strong>Book Title:</strong> இந்தியாவை பீடித்துக்கொண்டிருக்கும் நூற்றாண்டுகால நோய் சாதி (Indiyavai Peediththukkondirukkum Nootrandukaala Noi Saathi)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/goura-padhipagam"" title=""goura-padhipagam"">
    கௌரா பதிப்பகக் குழுமம் (Goura Pathippagak Kuzhumam)
  </a><br>
  <strong>Year:</strong> 2018<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (Esaay)
  </a><br>
  <strong>Subject:</strong> சமூக நீதி (Samuga Neethi)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://s3.ap-south-1.amazonaws.com/storage.commonfolks.in/docs/products/images_full/indiavai-peediththukkondirukkum-nootraandukaala-noi-saathi_FrontImage_905.jpg","1","120","","","Goura Pathippagak Kuzhumam, Ponneelan, Esaay, Samuga Neethi, tamil-books"
"Sudargal Yettrum Sudar","sudargal-yettrum-sudar","<p>
  <strong>Book Title:</strong> சுடர்கள் ஏற்றும் சுடர் (Sudargal Yettrum Sudar)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2018<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/biography"" title=""biography"">
   வாழ்க்கை வரலாறு (Biography)
  </a><br>
  <strong>Subject:</strong> இலக்கியம், மார்க்சியம் (Ilakiyam, Marxiam)<br>
  <strong>No. of pages:</strong> 190<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%9A%E0%AF%81%E0%AE%9F%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D_%E0%AE%8F%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%9A%E0%AF%81%E0%AE%9F%E0%AE%B0%E0%AF%8D_jpg.webp","1","160","","","New Century Book House, Ponneelan, Biography, Ilakiyam, Marxiam, tamil-books"
"Ootril Malarnthathu","ootril-malarnthathu","<p>
  <strong>Book Title:</strong> ஊற்றில் மலர்ந்தது (Ootril Malarnthathu)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2018<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%8A%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AE%BF%E0%AE%B2%E0%AF%8D_%E0%AE%AE%E0%AE%B2%E0%AE%B0%E0%AF%8D%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%A4%E0%AF%81_png.webp","1","160","","","New Century Book House, Ponneelan, Novel, tamil-books"
"Thenkumari Vattaara Vazhakkugal","thenkumari-vattaara-vazhakkugal","<p>
  <strong>Book Title:</strong> தென்குமரி வட்டார வழக்குகள் (Thenkumari Vattaara Vazhakkugal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2023<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (Esaay)
  </a><br>
  <strong>Subject:</strong> பண்பாடு, மொழி / மொழியியல் (Panpaadu, Mozhi / Mozhiyiyal)<br>
  <strong>No. of pages:</strong> 275<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> 9788123423739
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%A4%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AE%B0%E0%AE%BF_%E0%AE%B5%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0_%E0%AE%B5%E0%AE%B4%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AF%8D_jpeg.webp","1","220","","","New Century Book House, Ponneelan, Esaay, Panpaadu, Mozhi / Mozhiyiyal, tamil-books"
"Pudhiya Tharisangal (Moondru Paguthigal)","pudhiya-tharisangal-moondru-paguthigal","<p>
  <strong>Book Title:</strong> புதிய தரிசனங்கள் (மூன்று பகுதிகள்) (Pudhiya Tharisangal (Moondru Paguthigal))<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2012<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://suvadibooks.com/wp-content/uploads/2023/11/puthiya-dharisanangal-moondru-paguthigal-1-1.jpg","1","1200","","","New Century Book House, Ponneelan, Novel, tamil-books"
"Marupakkam","marupakkam","<p>
  <strong>Book Title:</strong> மறுபக்கம் (Marupakkam)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2012<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 752<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> hardcover<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://ncbhpublisher.in/wp-content/uploads/2024/10/Untitled-18-2.jpg","1","395","","","New Century Book House, Ponneelan, Novel, tamil-books"
"Kollaikkaarargal","kollaikkaarargal","<p>
  <strong>Book Title:</strong> கொள்ளைக்காரர்கள் (Kollaikkaarargal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2011<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/short-story"" title=""short-story"">
   சிறுகதை (Short Story)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 178<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> 9788123406824
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%95%E0%AF%8A%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%88%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B0%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D_jpg.webp","1","50","","","New Century Book House, Ponneelan, Short Story, tamil-books"
"Thavatthiru Kundrakkudi Adigalaar Thamizhagathin Aanmeega Vazhikaatti","thavatthiru-kundrakkudi-adigalaar-thamizhagathin-aanmeega-vazhikaatti","<p>
  <strong>Book Title:</strong> தவத்திரு குன்றக்குடி அடிகளார் தமிழகத்தின் ஆன்மீக வழிகாட்டி (Thavatthiru Kundrakkudi Adigalaar Thamizhagathin Aanmeega Vazhikaatti)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2009<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/biography"" title=""biography"">
   வாழ்க்கை வரலாறு (Biography)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 220<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> 9798123400319
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%A4%E0%AE%B5%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81_%E0%AE%95%E0%AF%81%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AE%BF_%E0%AE%85%E0%AE%9F%E0%AE%BF%E0%AE%95%E0%AE%B3%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AE%95%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%86%E0%AE%A9%E0%AF%8D%E0%AE%AE%E0%AF%80%E0%AE%95_%E0%AE%B5%E0%AE%B4%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BF_jpg.webp","1","75","","","New Century Book House, Ponneelan, Biography, tamil-books"
"Karisal","karisal","<p>
  <strong>Book Title:</strong> கரிசல் (Karisal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2009<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> மார்க்சியம் (Marxiam)<br>
  <strong>No. of pages:</strong> 448<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://ncbhpublisher.in/wp-content/uploads/2024/10/karisal-FR.jpg","1","225","","","New Century Book House, Ponneelan, Novel, Marxiam, tamil-books"
"Jeevavin Sinthanaigal","jeevavin-sinthanaigal","<p>
  <strong>Book Title:</strong> ஜீவாவின் சிந்தனைகள் (Jeevavin Sinthanaigal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/ponneelan"" title=""ponneelan"">
   பொன்னீலன் (Ponneelan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2008<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/others"" title=""others"">
   - (-)
  </a><br>
  <strong>Subject:</strong> மெய்யியல் (Meiyyiyal)<br>
  <strong>No. of pages:</strong> 154<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> 9788123405971
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%9C%E0%AF%80%E0%AE%B5%E0%AE%BE%E0%AE%B5%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%9A%E0%AE%BF%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%A9%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D_jpg.webp","1","45","","","New Century Book House, Ponneelan, -, Meiyyiyal, tamil-books"
