"Title","URL handle","Description","Vendor","Published on online store","Status","Image Src","Inventory quantity","Price","Price / International","Compare-at price","Tags"
"Paarkka Marutha Paravaigal","paarkka-marutha-paravaigal","<p>
  <strong>Book Title:</strong> பார்க்க மறுத்த பறவைகள் (Paarkka Marutha Paravaigal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/ezhuthu-pirasuram"" title=""ezhuthu-pirasuram"">
    எழுத்து பிரசுரம் (Ezhuthu Pirasuram)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/short-story"" title=""short-story"">
   சிறுகதை (Short Story)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8D%E0%AE%95_%E0%AE%AE%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4_%E0%AE%AA%E0%AE%B1%E0%AE%B5%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D_png.webp","1","200","","","Ezhuthu Pirasuram, Subrabharathimanian, Short Story, tamil-books"
"Oru Kai Unavil Ncbh","oru-kai-unavil-ncbh","<p>
  <strong>Book Title:</strong> ஒரு கை உணவில் (NCBH) (Oru Kai Unavil (NCBH))<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 104<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> 9788197772511 -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%92%E0%AE%B0%E0%AF%81_%E0%AE%95%E0%AF%88_%E0%AE%89%E0%AE%A3%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D_(NCBH)_jpg.webp","1","120","","","New Century Book House, Subrabharathimanian, Novel, tamil-books"
"Saayathirai Ncbh","saayathirai-ncbh","<p>
  <strong>Book Title:</strong> சாயத்திரை (NCBH) (Saayathirai (NCBH))<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> சூழலியல் (Soozhaliyal)<br>
  <strong>No. of pages:</strong> 204<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> 9788197772528 -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%9A%E0%AE%BE%E0%AE%AF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%88_(NCBH)_jpg.webp","1","230","","","New Century Book House, Subrabharathimanian, Novel, Soozhaliyal, tamil-books"
"Siluvai","siluvai","<p>
  <strong>Book Title:</strong> சிலுவை (Siluvai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2023<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 872<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Hardcover<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%9A%E0%AE%BF%E0%AE%B2%E0%AF%81%E0%AE%B5%E0%AF%88_jpeg.webp","1","1200","","","New Century Book House, Subrabharathimanian, Novel, tamil-books"
"Oru Kai Unavil","oru-kai-unavil","<p>
  <strong>Book Title:</strong> ஒரு கை உணவில்... (Oru Kai Unavil...)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/discovery-book-palace"" title=""discovery-book-palace"">
    டிஸ்கவரி புக் பேலஸ் (Discovery Book Palace)
  </a><br>
  <strong>Year:</strong> 2023<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%92%E0%AE%B0%E0%AF%81_%E0%AE%95%E0%AF%88_%E0%AE%89%E0%AE%A3%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D_jpeg.webp","1","160","","","Discovery Book Palace, Subrabharathimanian, Novel, tamil-books"
"Thirai Ezhuthu Pirasuram","thirai-ezhuthu-pirasuram","<p>
  <strong>Book Title:</strong> திரை (எழுத்து பிரசுரம்) (Thirai (Ezhuthu Pirasuram))<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/ezhuthu-pirasuram"" title=""ezhuthu-pirasuram"">
    எழுத்து பிரசுரம் (Ezhuthu Pirasuram)
  </a><br>
  <strong>Year:</strong> 2023<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> சினிமா (Cinema)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%88%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%A4%E0%AF%88_%E0%AE%8E%E0%AE%B4%E0%AF%81%E0%AE%A4%E0%AF%81%E0%AE%B5%E0%AE%A4%E0%AF%81_%E0%AE%8E%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%9F%E0%AE%BF_jpg.webp","1","230","","","Ezhuthu Pirasuram, Subrabharathimanian, Novel, Cinema, tamil-books"
"Pachchai Pathigam Soozhaliyal Katturaigal","pachchai-pathigam-soozhaliyal-katturaigal","<p>
  <strong>Book Title:</strong> பச்சைப் பதிகம் சூழலியல் கட்டுரைகள் (Pachchai Pathigam Soozhaliyal Katturaigal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/vaasagasalai"" title=""vaasagasalai"">
    வாசகசாலை (Vaasagasalai)
  </a><br>
  <strong>Year:</strong> 2021<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (Esaay)
  </a><br>
  <strong>Subject:</strong> சூழலியல் (Soozhaliyal)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AF%88%E0%AE%AF%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%9A%E0%AE%BF%E0%AE%B5%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D_%E0%AE%92%E0%AE%B0%E0%AF%81_%E0%AE%AA%E0%AE%BE%E0%AE%A4%E0%AE%BE%E0%AE%AE%E0%AF%8D_%E0%AE%AE%E0%AE%B0%E0%AE%AE%E0%AF%8D_jpg.webp","1","100","","","Vaasagasalai, Subrabharathimanian, Esaay, Soozhaliyal, tamil-books"
"Boomikku Manithan Thalaivana","boomikku-manithan-thalaivana","<p>
  <strong>Book Title:</strong> பூமிக்கு மனிதன் தலைவனா? (Boomikku Manithan Thalaivana?)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/uyirmai-pathippagam"" title=""uyirmai-pathippagam"">
    உயிர்மை பதிப்பகம் (Uyirmai Pathippagam)
  </a><br>
  <strong>Year:</strong> 2020<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (Esaay)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AF%82%E0%AE%AE%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81_%E0%AE%AE%E0%AE%A9%E0%AE%BF%E0%AE%A4%E0%AE%A9%E0%AF%8D_%E0%AE%A4%E0%AE%B2%E0%AF%88%E0%AE%B5%E0%AE%A9%E0%AE%BE_jpg.webp","1","160","","","Uyirmai Pathippagam, Subrabharathimanian, Esaay, tamil-books"
"Regai","regai","<p>
  <strong>Book Title:</strong> ரேகை (Regai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/ponnulagam"" title=""ponnulagam"">
    பொன்னுலகம் (Ponnulagam)
  </a><br>
  <strong>Year:</strong> 2018<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (Novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%B0%E0%AF%87%E0%AE%95%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D_jpg.webp","1","125","","","Ponnulagam, Subrabharathimanian, Novel, tamil-books"
"Marainthu Varum Marangal","marainthu-varum-marangal","<p>
  <strong>Book Title:</strong> மறைந்து வரும் மரங்கள் (Marainthu Varum Marangal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/subrabarathimaniyan"" title=""subrabarathimaniyan"">
   சுப்ரபாரதிமணியன் (Subrabharathimanian)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/new-century-book-house"" title=""new-century-book-house"">
    நியூசெஞ்சுரி புக் ஹவுஸ் (New Century Book House)
  </a><br>
  <strong>Year:</strong> 2017<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (Esaay)
  </a><br>
  <strong>Subject:</strong> சூழலியல் (Soozhaliyal)<br>
  <strong>No. of pages:</strong> 116<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> Paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AE%E0%AE%B1%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81_%E0%AE%B5%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%AE%E0%AE%B0%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D_jpg.webp","1","100","","","New Century Book House, Subrabharathimanian, Esaay, Soozhaliyal, tamil-books"
