"Title","URL handle","Description","Vendor","Published on online store","Status","Image Src","Inventory quantity","Price","Price / International","Compare-at price","Tags"
"Suthanthira Paravai","suthanthira-paravai","<p>
  <strong>Book Title:</strong> சுதந்திரப் பறவை (Suthanthira Paravai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/vallikannan"" title=""vallikannan"">
   வல்லிக்கண்ணன் (vallikannan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/amaravati"" title=""amaravati"">
    அமராவதி (amaravati)
  </a><br>
  <strong>Year:</strong> -<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://rukminim2.flixcart.com/image/416/416/jt0eaa80/regionalbooks/n/c/u/suthanthira-paravaigal-original-imafeg3ysqhsfzzt.jpeg","10","70","","","amaravati, vallikannan"
"Oru Veettin Kathai","oru-veettin-kathai","<p>
  <strong>Book Title:</strong> ஒரு வீட்டின் கதை (Oru Veettin Kathai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/vallikannan"" title=""vallikannan"">
   வல்லிக்கண்ணன் (vallikannan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/amaravati"" title=""amaravati"">
    அமராவதி (amaravati)
  </a><br>
  <strong>Year:</strong> -<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%92%E0%AE%B0%E0%AF%81_%E0%AE%B5%E0%AF%80%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%95%E0%AE%A4%E0%AF%88_jpg.webp","10","60","","","amaravati, vallikannan"
"Oru Kadhal Kathai","oru-kadhal-kathai","<p>
  <strong>Book Title:</strong> ஒரு காதல் கதை (Oru Kadhal Kathai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/vallikannan"" title=""vallikannan"">
   வல்லிக்கண்ணன் (vallikannan)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/goura-padhipagam"" title=""goura-padhipagam"">
    கௌரா பதிப்பகக் குழுமம் (goura-padhipagam)
  </a><br>
  <strong>Year:</strong> 2022<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/short-story"" title=""short-story"">
   சிறுகதை (short-story)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%92%E0%AE%B0%E0%AF%81_%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D_%E0%AE%95%E0%AE%A4%E0%AF%88_jpeg.webp","10","380","","","goura-padhipagam, vallikannan, short-story"
"Vallikkannan Sirukathaigal","vallikkannan-sirukathaigal","<p>
  <strong>Book Title:</strong> வல்லிக்கண்ணன் சிறுகதைகள் (Vallikkannan Sirukathaigal)<br>
  <strong>Editor:</strong>
  <a href=""https://dodobooks.in/collections/pera-su-shanmugasundaram"" title=""pera-su-shanmugasundaram"">
   பேரா. சு. சண்முகசுந்தரம் (pera-su-shanmugasundaram)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/kavya-publishing-house"" title=""kavya-publishing-house"">
    காவ்யா பதிப்பகம் (kavya-publishing-house)
  </a><br>
  <strong>Year:</strong> -<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/short-story"" title=""short-story"">
   சிறுகதை (short-story)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570503494l/52624865.jpg","10","1000","","","kavya-publishing-house, pera-su-shanmugasundaram, short-story"
"Vallikkannan Navalkal","vallikkannan-navalkal","<p>
  <strong>Book Title:</strong> வல்லிக்கண்ணன் நாவல்கள் (Vallikkannan Navalkal)<br>
  <strong>Editor:</strong>
  <a href=""https://dodobooks.in/collections/pera-su-shanmugasundaram"" title=""pera-su-shanmugasundaram"">
   பேரா. சு. சண்முகசுந்தரம் (pera-su-shanmugasundaram)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/kavya-publishing-house"" title=""kavya-publishing-house"">
    காவ்யா பதிப்பகம் (kavya-publishing-house)
  </a><br>
  <strong>Year:</strong> -<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/novel"" title=""novel"">
   நாவல் (novel)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560565783l/51434390.jpg","10","1200","","","kavya-publishing-house, pera-su-shanmugasundaram, novel"
"Bharathikku Pin Tamil Urainadai Varalaru","bharathikku-pin-tamil-urainadai-varalaru","<p>
  <strong>Book Title:</strong> பாரதிக்குப் பின் தமிழ் உரைநடை வரலாறு (Bharathikku Pin Tamil Urainadai Varalaru)<br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/amaravati"" title=""amaravati"">
    அமராவதி (amaravati)
  </a><br>
  <strong>Year:</strong> -<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/varalaru"" title=""varalaru"">
   வரலாறு (varalaru)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%BE%E0%AE%B0%E0%AE%A4%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AA%E0%AF%8D_%E0%AE%AA%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D_%E0%AE%89%E0%AE%B0%E0%AF%88%E0%AE%A8%E0%AE%9F%E0%AF%88_%E0%AE%B5%E0%AE%B0%E0%AE%B2%E0%AE%BE%E0%AE%B1%E0%AF%81_jpg.webp","10","105","","","amaravati, varalaru"
"Thisaigal Naankalla","thisaigal-naankalla","<p>
  <strong>Book Title:</strong> திசைகள் நான்கல்ல (Thisaigal Naankalla)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/indiran"" title=""indiran"">
   இந்திரன் (indiran)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/yaali-pathivu-veliyeedu"" title=""yaali-pathivu-veliyeedu"">
    யாளி பதிவு வெளியீடு (yaali-pathivu-veliyeedu)
  </a><br>
  <strong>Year:</strong> 2024<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (esaay)
  </a><br>
  <strong>Subject:</strong> சுற்றுலா / பயணம் (suttrula-payanam)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%A4%E0%AE%BF%E0%AE%9A%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D_%E0%AE%A8%E0%AE%BE%E0%AE%A9%E0%AF%8D%E0%AE%95%E0%AE%B2%E0%AF%8D%E0%AE%B2_jpg.webp","10","250","","","yaali-pathivu-veliyeedu, indiran, esaay, suttrula-payanam"
"Pirammaigalin Maaligai","pirammaigalin-maaligai","<p>
  <strong>Book Title:</strong> பிரம்மைகளின் மாளிகை (Pirammaigalin Maaligai)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/indiran"" title=""indiran"">
   இந்திரன் (indiran)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/discovery-book-palace"" title=""discovery-book-palace"">
    டிஸ்கவரி புக் பேலஸ் (discovery-book-palace)
  </a><br>
  <strong>Year:</strong> 2021<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/kavithaigal"" title=""kavithaigal"">
   கவிதை (kavithaigal)
  </a><br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> 496<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> hardcover<br>
  <strong>ISBN:</strong> 9788195326952
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%AE%E0%AF%8D%E0%AE%AE%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%AE%E0%AE%BE%E0%AE%B3%E0%AE%BF%E0%AE%95%E0%AF%88_jpg.webp","10","650","","","discovery-book-palace, indiran, kavithaigal"
"Tamil Azhagiyal","tamil-azhagiyal","<p>
  <strong>Book Title:</strong> தமிழ் அழகியல் (Tamil Azhagiyal)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/indiran"" title=""indiran"">
   இந்திரன் (indiran)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/yaali-pathivu-veliyeedu"" title=""yaali-pathivu-veliyeedu"">
    யாளி பதிவு வெளியீடு (yaali-pathivu-veliyeedu)
  </a><br>
  <strong>Year:</strong> 2021<br>
  <strong>Category:</strong>
  <a href=""https://dodobooks.in/collections/esaay"" title=""esaay"">
   கட்டுரை (esaay)
  </a><br>
  <strong>Subject:</strong> கலை (kalai)<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D_%E0%AE%85%E0%AE%B4%E0%AE%95%E0%AE%BF%E0%AE%AF%E0%AE%B2%E0%AF%8D_jpeg.webp","10","200","","","yaali-pathivu-veliyeedu, indiran, esaay, kalai"
"Ulagileye Sirantha Puthagam","ulagileye-sirantha-puthagam","<p>
  <strong>Book Title:</strong> உலகிலேயே சிறந்த புத்தகம் (Ulagileye Sirantha Puthagam)<br>
  <strong>Author:</strong>
  <a href=""https://dodobooks.in/collections/indiran"" title=""indiran"">
   இந்திரன் (indiran)
  </a><br>
  <strong>Publisher:</strong>
  <a href=""https://dodobooks.in/collections/yaali-pathivu-veliyeedu"" title=""yaali-pathivu-veliyeedu"">
    யாளி பதிவு வெளியீடு (yaali-pathivu-veliyeedu)
  </a><br>
  <strong>Year:</strong> 2021<br>
  <strong>Subject:</strong> -<br>
  <strong>No. of pages:</strong> -<br>
  <strong>Language:</strong> தமிழ் (Tamil)<br>
  <strong>Book format:</strong> paperback<br>
  <strong>ISBN:</strong> -
</p>","dodobooks","TRUE","draft","https://samuvelraja.github.io/prodfilter/upscaled/%E0%AE%89%E0%AE%B2%E0%AE%95%E0%AE%BF%E0%AE%B2%E0%AF%87%E0%AE%AF%E0%AF%87_%E0%AE%9A%E0%AE%BF%E0%AE%B1%E0%AE%A8%E0%AF%8D%E0%AE%A4_%E0%AE%AA%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%95%E0%AE%AE%E0%AF%8D_jpg.webp","10","100","","","yaali-pathivu-veliyeedu, indiran"
